Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:10:46.611,114340.0,0.004,BTCUSDT
2025-09-30 00:10:46.865,114340.0,0.003,BTCUSDT
2025-09-30 00:10:46.874,114340.0,0.078,BTCUSDT
2025-09-30 00:10:46.879,114340.0,0.008,BTCUSDT
2025-09-30 00:10:46.979,114340.0,0.002,BTCUSDT
2025-09-30 00:10:47.214,114340.0,0.003,BTCUSDT
2025-09-30 00:10:47.254,114340.0,0.013,BTCUSDT
2025-09-30 00:10:47.254,114340.0,0.003,BTCUSDT
2025-09-30 00:10:47.254,114340.0,0.102,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.245,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.025,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.002,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.002,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.001,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.002,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.027,BTCUSDT
2025-09-30 00:10:47.281,114340.0,0.381,BTCUSDT
2025-09-30 00:10:47.542,114339.9,0.048,BTCUSDT
2025-09-30 00:10:47.683,114340.0,0.002,BTCUSDT
2025-09-30 00:10:47.757,114339.9,0.001,BTCUSDT
2025-09-30 00:10:48.080,114340.0,0.199,BTCUSDT
2025-09-30 00:10:48.118,114340.0,0.041,BTCUSDT
2025-09-30 00:10:48.118,114340.0,0.221,BTCUSDT
2025-09-30 00:10:48.290,114339.9,0.377,BTCUSDT
2025-09-30 00:10:48.290,114339.9,0.376,BTCUSDT
2025-09-30 00:10:48.290,114339.9,0.647,BTCUSDT
